record_id,source_id,county_code,parent_source,apps_received,new_registrations,name_changes,address_changes,party_changes,regis_updates,rej_apps,county_desc,description,rej_dupes,nonrej_dupes,apps_received_prior,new_registrations_prior,name_changes_prior,address_changes_prior,party_changes_prior,regis_updates_prior,rej_apps_prior,rej_dupes_prior,nonrej_dupes_prior
506,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
507,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
508,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
509,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
510,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
511,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
512,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
513,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
514,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
515,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
516,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
517,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
518,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
519,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
520,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
521,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
522,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
523,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
524,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
525,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
526,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
527,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
528,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
529,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
530,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
531,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
532,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
533,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
534,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
535,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
536,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
537,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
538,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
539,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
540,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
541,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
542,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
543,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
544,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
545,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
546,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
547,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
548,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
549,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
550,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
551,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
552,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
553,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
554,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
555,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
556,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
557,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
558,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
559,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
560,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
561,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
562,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
563,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
564,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
565,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
566,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
567,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
568,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
569,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
570,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
571,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
572,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
573,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
574,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
575,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
576,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
577,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
578,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
579,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
580,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
581,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
582,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
583,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
584,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
585,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
586,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
587,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
588,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
589,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
590,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
591,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
592,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
593,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
594,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
595,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
596,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
597,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
598,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
599,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
600,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
601,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
602,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
603,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
604,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
605,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
606,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
607,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
608,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
609,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
610,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
611,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
612,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
613,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
614,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
615,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
616,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
617,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
618,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
619,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
620,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
621,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
622,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
623,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
624,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
625,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
626,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
627,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
628,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
629,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
630,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
631,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
632,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
633,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
634,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
635,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
636,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
637,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
638,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
639,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
640,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
641,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
642,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
643,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
644,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
645,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
646,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
647,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
648,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
649,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
650,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
651,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
652,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
653,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
654,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
655,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
656,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
657,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
658,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
659,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
660,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
661,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
662,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
663,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
664,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
665,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
666,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
667,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
668,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
669,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
670,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
671,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
672,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
673,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
674,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
675,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
676,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
677,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
678,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
679,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
680,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
681,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
682,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
683,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
684,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
685,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
686,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
687,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
688,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
689,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
690,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
691,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
692,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
693,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
694,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
695,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
696,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
697,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
698,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
699,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
700,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
701,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
702,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
703,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
704,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
705,80701,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Web,0,0,0,0,0,0,0,0,0,0,0
706,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
707,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
708,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
709,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
710,83000,1,PA,14,10,1,2,4,6,0,01 - ADAIR,Dept. of Human Services Print,0,0,7,7,3,3,3,4,0,0,0
711,10007,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Public Assistance (Unspecified),0,0,0,0,0,0,0,0,0,0,1
712,34000,1,PA,4,2,0,2,2,3,0,01 - ADAIR,Health Dept. Print,0,0,0,1,0,0,0,0,0,0,0
713,34001,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Dept. Web,0,0,0,0,0,0,0,0,0,0,0
714,80700,1,PA,0,0,0,0,0,0,0,01 - ADAIR,Health Care Authority Print,0,0,0,0,0,0,0,0,0,0,0
